img_id_A,img_id_B
1494c,1422a
1494c,0571c
1494c,0866c
1494c,0315a
1494c,0357c
1494c,0564b
1494c,0564c
1494c,0585b
1494c,0585c
1494c,1319b
1494c,1319c
1494c,0323c
1494c,0385c
1494c,1273c
1494c,1533a
1494c,0489a
1494c,0540a
1494c,0540c
1494c,1392a
1494c,0324a
1494c,1174b
1494c,0374a
1494c,0521c
1494c,1363a
1494c,1363c
1494c,1500a
1494c,1309c
1494c,1271a
1494c,0469a
1494c,0469b
1494c,0469c
1494c,0383a
1494c,0873a
1494c,0873b
1494c,0370a
1494c,0368c
1494c,0431b
1494c,0460b
1494c,0460c
1494c,1064c
1494c,0347a
1494c,0347b
1494c,0431a
1494c,1140a
1494c,1140b
1494c,1408b
1494c,0343c
1494c,0375c
1494c,0457b
1494c,0311c
1494c,1557a
1494c,1308c
1494c,0450b
1494c,1500b
1494c,0385a
1494c,1197b
1494c,1311c
1494c,1360c
1494c,1374a
1494c,0455c
1494c,1350c
1494c,1406a
1494c,1406b
1494c,1406c
1494c,0510b
1494c,1419b
1494c,0911b
1494c,0911c
1494c,0401b
1494c,0401c
1494c,1348c
1494c,0376c
1494c,1511c
1494c,1176a
1494c,0439a
1494c,0317a
1494c,0317b
1494c,0317c
1494c,0387b
1494c,0522c
1494c,1123a
1494c,1198a
1494c,1198b
1494c,1098a
1494c,0549b
1494c,0549c
1494c,1312a
1494c,0941c
1494c,1057b
1494c,0594b
1494c,0594c
1494c,1271b
1494c,1271c
1494c,0354c
1494c,1091a
1494c,0556b
1494c,0556c
1494c,0387a
1494c,1414b
1494c,1414c
1494c,0365c
1494c,0403a
1494c,1103a
1494c,0375b
1494c,0323a
1494c,0323b
1494c,0597a
1494c,1440b
1494c,0376b
1494c,0366b
1494c,0434a
1494c,0555a
1494c,1165c
1494c,0380b
1494c,1083a
1494c,1125b
1494c,0416a
1494c,1224b
1494c,0302b
0350c,0489b
0350c,1155a
0350c,1155c
0350c,1219c
0350c,0302a
0350c,0302c
0350c,0471b
0350c,0471c
0350c,1383b
0350c,1383c
0350c,1323a
0350c,1323b
0350c,1323c
0350c,0473b
0350c,0473c
0350c,0357b
0350c,1561b
0350c,0327a
0350c,0569b
0350c,0580b
0350c,1343c
0350c,0351b
0350c,0421a
0350c,1532a
0350c,1210a
0350c,0311a
0350c,0463a
0350c,1259a
0350c,1259b
0350c,1259c
0350c,0525b
0350c,0525c
0350c,1212c
0350c,1475c
0350c,0583c
0350c,0348c
0350c,1191b
0350c,1191c
0350c,1484c
0350c,0587c
0350c,0405b
0350c,0357a
0350c,1272a
0350c,1409c
0350c,1461a
0350c,0390a
0350c,0517a
0350c,0453c
0350c,1501a
0350c,0413b
0350c,0448b
0350c,1368c
0350c,0892c
0350c,1039a
0350c,1449c
0350c,0547c
0350c,0434c
0350c,0450c
0350c,0410c
0350c,1152a
0350c,1152c
0350c,1443b
0350c,0466c
0350c,1108b
0350c,0358b
0350c,0463b
0350c,1422a
0350c,0571c
0350c,0866c
0350c,0315a
0350c,0357c
0350c,0564b
0350c,0564c
0350c,0585b
0350c,0585c
0350c,1319b
0350c,1319c
0350c,0323c
0350c,0385c
0350c,1273c
0350c,1533a
0350c,0489a
0350c,0540a
0350c,0540c
0350c,1392a
0350c,0324a
0350c,1174b
0350c,0374a
0350c,0521c
0350c,1363a
0350c,1363c
0350c,1500a
0350c,1309c
0350c,1271a
0350c,0469a
0350c,0469b
0350c,0469c
0350c,0383a
0350c,0873a
0350c,0873b
0350c,0370a
0350c,0368c
0350c,0431b
0350c,0460b
0350c,0460c
0350c,1064c
0350c,0347a
0350c,0347b
0350c,0431a
0350c,1140a
0350c,1140b
0350c,1408b
0350c,0343c
0350c,0375c
0350c,0457b
0350c,0311c
0350c,1557a
0350c,1308c
0350c,0450b
0350c,1500b
0350c,0385a
0350c,1197b
0350c,1311c
0350c,1360c
0350c,1374a
0350c,0455c
0350c,1350c
0350c,1406a
0350c,1406b
0350c,1406c
0350c,0510b
0350c,1419b
0350c,0911b
0350c,0911c
0350c,0401b
0350c,0401c
0350c,1348c
0350c,0376c
0350c,1511c
0350c,1176a
0350c,0439a
0350c,0317a
0350c,0317b
0350c,0317c
0350c,0387b
0350c,0522c
0350c,1123a
0350c,1198a
0350c,1198b
0350c,1098a
0350c,0549b
0350c,0549c
0350c,1312a
0350c,0941c
0350c,1057b
0350c,0594b
0350c,0594c
0350c,1271b
0350c,1271c
0350c,0354c
0350c,1091a
0350c,0556b
0350c,0556c
0350c,0387a
0350c,1414b
0350c,1414c
0350c,0365c
0350c,0403a
0350c,1103a
0350c,0375b
0350c,0323a
0350c,0323b
0350c,0597a
0350c,1440b
0350c,0376b
0350c,0366b
0350c,0434a
0350c,0555a
0350c,1165c
0350c,0380b
0350c,1083a
0350c,1125b
0350c,0416a
0350c,1224b
0350c,0302b
0489b,1155a
0489b,1155c
0489b,1219c
0489b,0302a
0489b,0302c
0489b,0471b
0489b,0471c
0489b,1383b
0489b,1383c
0489b,1323a
0489b,1323b
0489b,1323c
0489b,0473b
0489b,0473c
0489b,0357b
0489b,1561b
0489b,0327a
0489b,0569b
0489b,0580b
0489b,1343c
0489b,0351b
0489b,0421a
0489b,1532a
0489b,1210a
0489b,0311a
0489b,0463a
0489b,1259a
0489b,1259b
0489b,1259c
0489b,0525b
0489b,0525c
0489b,1212c
0489b,1475c
0489b,0583c
0489b,0348c
0489b,1191b
0489b,1191c
0489b,1484c
0489b,0587c
0489b,0350a
0489b,0405b
0489b,0357a
0489b,1272a
0489b,1409c
0489b,1461a
0489b,0390a
0489b,0517a
0489b,0453c
0489b,1501a
0489b,0413b
0489b,0448b
0489b,1368c
0489b,0892c
0489b,1039a
0489b,1449c
0489b,0547c
0489b,0434c
0489b,0450c
0489b,0410c
0489b,1152a
0489b,1152c
0489b,1443b
0489b,0466c
0489b,1108b
0489b,0358b
0489b,0463b
0489b,1422a
0489b,0571c
0489b,0866c
0489b,0315a
0489b,0357c
0489b,0564b
0489b,0564c
0489b,0585b
0489b,0585c
0489b,1319b
0489b,1319c
0489b,0323c
0489b,0385c
0489b,1273c
0489b,1533a
0489b,0540a
0489b,0540c
0489b,1392a
0489b,0324a
0489b,1174b
0489b,0374a
0489b,0521c
0489b,1363a
0489b,1363c
0489b,1500a
0489b,1309c
0489b,1271a
0489b,0469a
0489b,0469b
0489b,0469c
0489b,0383a
0489b,0873a
0489b,0873b
0489b,0370a
0489b,0368c
0489b,0431b
0489b,0460b
0489b,0460c
0489b,1064c
0489b,0347a
0489b,0347b
0489b,0431a
0489b,1140a
0489b,1140b
0489b,1408b
0489b,0343c
0489b,0375c
0489b,0457b
0489b,0311c
0489b,1557a
0489b,1308c
0489b,0450b
0489b,1500b
0489b,0385a
0489b,1197b
0489b,1311c
0489b,1360c
0489b,1374a
0489b,0455c
0489b,1350c
0489b,1406a
0489b,1406b
0489b,1406c
0489b,0510b
0489b,1419b
0489b,0911b
0489b,0911c
0489b,0401b
0489b,0401c
0489b,1348c
0489b,0376c
0489b,1511c
0489b,1176a
0489b,0439a
0489b,0317a
0489b,0317b
0489b,0317c
0489b,0387b
0489b,0522c
0489b,1123a
0489b,1198a
0489b,1198b
0489b,1098a
0489b,0549b
0489b,0549c
0489b,1312a
0489b,0941c
0489b,1057b
0489b,0594b
0489b,0594c
0489b,1271b
0489b,1271c
0489b,0354c
0489b,1091a
0489b,0556b
0489b,0556c
0489b,0387a
0489b,1414b
0489b,1414c
0489b,0365c
0489b,0403a
0489b,1103a
0489b,0375b
0489b,0323a
0489b,0323b
0489b,0597a
0489b,1440b
0489b,0376b
0489b,0366b
0489b,0434a
0489b,0555a
0489b,1165c
0489b,0380b
0489b,1083a
0489b,1125b
0489b,0416a
0489b,1224b
0489b,0302b
1155a,1219c
1155a,0302a
1155a,0302c
1155a,0471b
1155a,0471c
1155a,1383b
1155a,1383c
1155a,1323a
1155a,1323b
1155a,1323c
1155a,0473b
1155a,0473c
1155a,0357b
1155a,1561b
1155a,0327a
1155a,0569b
1155a,0580b
1155a,1343c
1155a,0351b
1155a,0421a
1155a,1532a
1155a,1210a
1155a,0311a
1155a,0463a
1155a,1259a
1155a,1259b
1155a,1259c
1155a,0525b
1155a,0525c
1155a,1212c
1155a,1475c
1155a,0583c
1155a,0348c
1155a,1191b
1155a,1191c
1155a,1484c
1155a,0587c
1155a,0350a
1155a,0405b
1155a,0357a
1155a,1272a
1155a,1409c
1155a,1461a
1155a,0390a
1155a,0517a
1155a,0453c
1155a,1501a
1155a,0413b
1155a,0448b
1155a,1368c
1155a,0892c
1155a,1039a
1155a,1449c
1155a,0547c
1155a,0434c
1155a,0450c
1155a,0410c
1155a,1152a
1155a,1152c
1155a,1443b
1155a,0466c
1155a,1108b
1155a,0358b
1155a,0463b
1155a,1422a
1155a,0571c
1155a,0866c
1155a,0315a
1155a,0357c
1155a,0564b
1155a,0564c
1155a,0585b
1155a,0585c
1155a,1319b
1155a,1319c
1155a,0323c
1155a,0385c
1155a,1273c
1155a,1533a
1155a,0489a
1155a,0540a
1155a,0540c
1155a,1392a
1155a,0324a
1155a,1174b
1155a,0374a
1155a,0521c
1155a,1363a
1155a,1363c
1155a,1500a
1155a,1309c
1155a,1271a
1155a,0469a
1155a,0469b
1155a,0469c
1155a,0383a
1155a,0873a
1155a,0873b
1155a,0370a
1155a,0368c
1155a,0431b
1155a,0460b
1155a,0460c
1155a,1064c
1155a,0347a
1155a,0347b
1155a,0431a
1155a,1140a
1155a,1140b
1155a,1408b
1155a,0343c
1155a,0375c
1155a,0457b
1155a,0311c
1155a,1557a
1155a,1308c
1155a,0450b
1155a,1500b
1155a,0385a
1155a,1197b
1155a,1311c
1155a,1360c
1155a,1374a
1155a,0455c
1155a,1350c
1155a,1406a
1155a,1406b
1155a,1406c
1155a,0510b
1155a,1419b
1155a,0911b
1155a,0911c
1155a,0401b
1155a,0401c
1155a,1348c
1155a,0376c
1155a,1511c
1155a,1176a
1155a,0439a
1155a,0317a
1155a,0317b
1155a,0317c
1155a,0387b
1155a,0522c
1155a,1123a
1155a,1198a
1155a,1198b
1155a,1098a
1155a,0549b
1155a,0549c
1155a,1312a
1155a,0941c
1155a,1057b
1155a,0594b
1155a,0594c
1155a,1271b
1155a,1271c
1155a,0354c
1155a,1091a
1155a,0556b
1155a,0556c
1155a,0387a
1155a,1414b
1155a,1414c
1155a,0365c
1155a,0403a
1155a,1103a
1155a,0375b
1155a,0323a
1155a,0323b
1155a,0597a
1155a,1440b
1155a,0376b
1155a,0366b
1155a,0434a
1155a,0555a
1155a,1165c
1155a,0380b
1155a,1083a
1155a,1125b
1155a,0416a
1155a,1224b
1155a,0302b
1155c,1219c
1155c,0302a
1155c,0302c
1155c,0471b
1155c,0471c
1155c,1383b
1155c,1383c
1155c,1323a
1155c,1323b
1155c,1323c
1155c,0473b
1155c,0473c
1155c,0357b
1155c,1561b
1155c,0327a
1155c,0569b
1155c,0580b
1155c,1343c
1155c,0351b
1155c,0421a
1155c,1532a
1155c,1210a
1155c,0311a
1155c,0463a
1155c,1259a
1155c,1259b
1155c,1259c
1155c,0525b
1155c,0525c
1155c,1212c
1155c,1475c
1155c,0583c
1155c,0348c
1155c,1191b
1155c,1191c
1155c,1484c
1155c,0587c
1155c,0350a
1155c,0405b
1155c,0357a
1155c,1272a
1155c,1409c
1155c,1461a
1155c,0390a
1155c,0517a
1155c,0453c
1155c,1501a
1155c,0413b
1155c,0448b
1155c,1368c
1155c,0892c
1155c,1039a
1155c,1449c
1155c,0547c
1155c,0434c
1155c,0450c
1155c,0410c
1155c,1152a
1155c,1152c
1155c,1443b
1155c,0466c
1155c,1108b
1155c,0358b
1155c,0463b
1155c,1422a
1155c,0571c
1155c,0866c
1155c,0315a
1155c,0357c
1155c,0564b
1155c,0564c
1155c,0585b
1155c,0585c
1155c,1319b
1155c,1319c
1155c,0323c
1155c,0385c
1155c,1273c
1155c,1533a
1155c,0489a
1155c,0540a
1155c,0540c
1155c,1392a
1155c,0324a
1155c,1174b
1155c,0374a
1155c,0521c
1155c,1363a
1155c,1363c
1155c,1500a
1155c,1309c
1155c,1271a
1155c,0469a
1155c,0469b
1155c,0469c
1155c,0383a
1155c,0873a
1155c,0873b
1155c,0370a
1155c,0368c
1155c,0431b
1155c,0460b
1155c,0460c
1155c,1064c
1155c,0347a
1155c,0347b
1155c,0431a
1155c,1140a
1155c,1140b
1155c,1408b
1155c,0343c
1155c,0375c
1155c,0457b
1155c,0311c
1155c,1557a
1155c,1308c
1155c,0450b
1155c,1500b
1155c,0385a
1155c,1197b
1155c,1311c
1155c,1360c
1155c,1374a
1155c,0455c
1155c,1350c
1155c,1406a
1155c,1406b
1155c,1406c
1155c,0510b
1155c,1419b
1155c,0911b
1155c,0911c
1155c,0401b
1155c,0401c
1155c,1348c
1155c,0376c
1155c,1511c
1155c,1176a
1155c,0439a
1155c,0317a
1155c,0317b
1155c,0317c
1155c,0387b
1155c,0522c
1155c,1123a
1155c,1198a
1155c,1198b
1155c,1098a
1155c,0549b
1155c,0549c
1155c,1312a
1155c,0941c
1155c,1057b
1155c,0594b
1155c,0594c
1155c,1271b
1155c,1271c
1155c,0354c
1155c,1091a
1155c,0556b
1155c,0556c
1155c,0387a
1155c,1414b
1155c,1414c
1155c,0365c
1155c,0403a
1155c,1103a
1155c,0375b
1155c,0323a
1155c,0323b
1155c,0597a
1155c,1440b
1155c,0376b
1155c,0366b
1155c,0434a
1155c,0555a
1155c,1165c
1155c,0380b
1155c,1083a
1155c,1125b
1155c,0416a
1155c,1224b
1155c,0302b
1219c,0302a
1219c,0302c
1219c,0471b
1219c,0471c
1219c,1383b
1219c,1383c
1219c,1323a
1219c,1323b
1219c,1323c
1219c,0473b
1219c,0473c
1219c,0357b
1219c,1561b
1219c,0327a
1219c,0569b
1219c,0580b
1219c,1343c
1219c,0351b
1219c,0421a
1219c,1532a
1219c,1210a
1219c,0311a
1219c,0463a
1219c,1259a
1219c,1259b
1219c,1259c
1219c,0525b
1219c,0525c
1219c,1212c
1219c,1475c
1219c,0583c
1219c,0348c
1219c,1191b
1219c,1191c
1219c,1484c
1219c,0587c
1219c,0350a
1219c,0405b
1219c,0357a
1219c,1272a
1219c,1409c
1219c,1461a
1219c,0390a
1219c,0517a
1219c,0453c
1219c,1501a
1219c,0413b
1219c,0448b
1219c,1368c
1219c,0892c
1219c,1039a
1219c,1449c
1219c,0547c
1219c,0434c
1219c,0450c
1219c,0410c
1219c,1152a
1219c,1152c
1219c,1443b
1219c,0466c
1219c,1108b
1219c,0358b
1219c,0463b
1219c,1422a
1219c,0571c
1219c,0866c
1219c,0315a
1219c,0357c
1219c,0564b
1219c,0564c
1219c,0585b
1219c,0585c
1219c,1319b
1219c,1319c
1219c,0323c
1219c,0385c
1219c,1273c
1219c,1533a
1219c,0489a
1219c,0540a
1219c,0540c
1219c,1392a
1219c,0324a
1219c,1174b
1219c,0374a
1219c,0521c
1219c,1363a
1219c,1363c
1219c,1500a
1219c,1309c
1219c,1271a
1219c,0469a
1219c,0469b
1219c,0469c
1219c,0383a
1219c,0873a
1219c,0873b
1219c,0370a
1219c,0368c
1219c,0431b
1219c,0460b
1219c,0460c
1219c,1064c
1219c,0347a
1219c,0347b
1219c,0431a
1219c,1140a
1219c,1140b
1219c,1408b
1219c,0343c
1219c,0375c
1219c,0457b
1219c,0311c
1219c,1557a
1219c,1308c
1219c,0450b
1219c,1500b
1219c,0385a
1219c,1197b
1219c,1311c
1219c,1360c
1219c,1374a
1219c,0455c
1219c,1350c
1219c,1406a
1219c,1406b
1219c,1406c
1219c,0510b
1219c,1419b
1219c,0911b
1219c,0911c
1219c,0401b
1219c,0401c
1219c,1348c
1219c,0376c
1219c,1511c
1219c,1176a
1219c,0439a
1219c,0317a
1219c,0317b
1219c,0317c
1219c,0387b
1219c,0522c
1219c,1123a
1219c,1198a
1219c,1198b
1219c,1098a
1219c,0549b
1219c,0549c
1219c,1312a
1219c,0941c
1219c,1057b
1219c,0594b
1219c,0594c
1219c,1271b
1219c,1271c
1219c,0354c
1219c,1091a
1219c,0556b
1219c,0556c
1219c,0387a
1219c,1414b
1219c,1414c
1219c,0365c
1219c,0403a
1219c,1103a
1219c,0375b
1219c,0323a
1219c,0323b
1219c,0597a
1219c,1440b
1219c,0376b
1219c,0366b
1219c,0434a
1219c,0555a
1219c,1165c
1219c,0380b
1219c,1083a
1219c,1125b
1219c,0416a
1219c,1224b
1219c,0302b
0302a,0471b
0302a,0471c
0302a,1383b
0302a,1383c
0302a,1323a
0302a,1323b
0302a,1323c
0302a,0473b
0302a,0473c
0302a,0357b
0302a,1561b
0302a,0327a
0302a,0569b
0302a,0580b
0302a,1343c
0302a,0351b
0302a,0421a
0302a,1532a
0302a,1210a
0302a,0311a
0302a,0463a
0302a,1259a
0302a,1259b
0302a,1259c
0302a,0525b
0302a,0525c
0302a,1212c
0302a,1475c
0302a,0583c
0302a,0348c
0302a,1191b
0302a,1191c
0302a,1484c
0302a,0587c
0302a,0350a
0302a,0405b
0302a,0357a
0302a,1272a
0302a,1409c
0302a,1461a
0302a,0390a
0302a,0517a
0302a,0453c
0302a,1501a
0302a,0413b
0302a,0448b
0302a,1368c
0302a,0892c
0302a,1039a
0302a,1449c
0302a,0547c
0302a,0434c
0302a,0450c
0302a,0410c
0302a,1152a
0302a,1152c
0302a,1443b
0302a,0466c
0302a,1108b
0302a,0358b
0302a,0463b
0302a,1422a
0302a,0571c
0302a,0866c
0302a,0315a
0302a,0357c
0302a,0564b
0302a,0564c
0302a,0585b
0302a,0585c
0302a,1319b
0302a,1319c
0302a,0323c
0302a,0385c
0302a,1273c
0302a,1533a
0302a,0489a
0302a,0540a
0302a,0540c
0302a,1392a
0302a,0324a
0302a,1174b
0302a,0374a
0302a,0521c
0302a,1363a
0302a,1363c
0302a,1500a
0302a,1309c
0302a,1271a
0302a,0469a
0302a,0469b
0302a,0469c
0302a,0383a
0302a,0873a
0302a,0873b
0302a,0370a
0302a,0368c
0302a,0431b
0302a,0460b
0302a,0460c
0302a,1064c
0302a,0347a
0302a,0347b
0302a,0431a
0302a,1140a
0302a,1140b
0302a,1408b
0302a,0343c
0302a,0375c
0302a,0457b
0302a,0311c
0302a,1557a
0302a,1308c
0302a,0450b
0302a,1500b
0302a,0385a
0302a,1197b
0302a,1311c
0302a,1360c
0302a,1374a
0302a,0455c
0302a,1350c
0302a,1406a
0302a,1406b
0302a,1406c
0302a,0510b
0302a,1419b
0302a,0911b
0302a,0911c
0302a,0401b
0302a,0401c
0302a,1348c
0302a,0376c
0302a,1511c
0302a,1176a
0302a,0439a
0302a,0317a
0302a,0317b
0302a,0317c
0302a,0387b
0302a,0522c
0302a,1123a
0302a,1198a
0302a,1198b
0302a,1098a
0302a,0549b
0302a,0549c
0302a,1312a
0302a,0941c
0302a,1057b
0302a,0594b
0302a,0594c
0302a,1271b
0302a,1271c
0302a,0354c
0302a,1091a
0302a,0556b
0302a,0556c
0302a,0387a
0302a,1414b
0302a,1414c
0302a,0365c
0302a,0403a
0302a,1103a
0302a,0375b
0302a,0323a
0302a,0323b
0302a,0597a
0302a,1440b
0302a,0376b
0302a,0366b
0302a,0434a
0302a,0555a
0302a,1165c
0302a,0380b
0302a,1083a
0302a,1125b
0302a,0416a
0302a,1224b
0302c,0471b
0302c,0471c
0302c,1383b
0302c,1383c
0302c,1323a
0302c,1323b
0302c,1323c
0302c,0473b
0302c,0473c
0302c,0357b
0302c,1561b
0302c,0327a
0302c,0569b
0302c,0580b
0302c,1343c
0302c,0351b
0302c,0421a
0302c,1532a
0302c,1210a
0302c,0311a
0302c,0463a
0302c,1259a
0302c,1259b
0302c,1259c
0302c,0525b
0302c,0525c
0302c,1212c
0302c,1475c
0302c,0583c
0302c,0348c
0302c,1191b
0302c,1191c
0302c,1484c
0302c,0587c
0302c,0350a
0302c,0405b
0302c,0357a
0302c,1272a
0302c,1409c
0302c,1461a
0302c,0390a
0302c,0517a
0302c,0453c
0302c,1501a
0302c,0413b
0302c,0448b
0302c,1368c
0302c,0892c
0302c,1039a
0302c,1449c
0302c,0547c
0302c,0434c
0302c,0450c
0302c,0410c
0302c,1152a
0302c,1152c
0302c,1443b
0302c,0466c
0302c,1108b
0302c,0358b
0302c,0463b
0302c,1422a
0302c,0571c
0302c,0866c
0302c,0315a
0302c,0357c
0302c,0564b
0302c,0564c
0302c,0585b
0302c,0585c
0302c,1319b
0302c,1319c
0302c,0323c
0302c,0385c
0302c,1273c
0302c,1533a
0302c,0489a
0302c,0540a
0302c,0540c
0302c,1392a
0302c,0324a
0302c,1174b
0302c,0374a
0302c,0521c
0302c,1363a
0302c,1363c
0302c,1500a
0302c,1309c
0302c,1271a
0302c,0469a
0302c,0469b
0302c,0469c
0302c,0383a
0302c,0873a
0302c,0873b
0302c,0370a
0302c,0368c
0302c,0431b
0302c,0460b
0302c,0460c
0302c,1064c
0302c,0347a
0302c,0347b
0302c,0431a
0302c,1140a
0302c,1140b
0302c,1408b
0302c,0343c
0302c,0375c
0302c,0457b
0302c,0311c
0302c,1557a
0302c,1308c
0302c,0450b
0302c,1500b
0302c,0385a
0302c,1197b
0302c,1311c
0302c,1360c
0302c,1374a
0302c,0455c
0302c,1350c
0302c,1406a
0302c,1406b
0302c,1406c
0302c,0510b
0302c,1419b
0302c,0911b
0302c,0911c
0302c,0401b
0302c,0401c
0302c,1348c
0302c,0376c
0302c,1511c
0302c,1176a
0302c,0439a
0302c,0317a
0302c,0317b
0302c,0317c
0302c,0387b
0302c,0522c
0302c,1123a
0302c,1198a
0302c,1198b
0302c,1098a
0302c,0549b
0302c,0549c
0302c,1312a
0302c,0941c
0302c,1057b
0302c,0594b
0302c,0594c
0302c,1271b
0302c,1271c
0302c,0354c
0302c,1091a
0302c,0556b
0302c,0556c
0302c,0387a
0302c,1414b
0302c,1414c
0302c,0365c
0302c,0403a
0302c,1103a
0302c,0375b
0302c,0323a
0302c,0323b
0302c,0597a
0302c,1440b
0302c,0376b
0302c,0366b
0302c,0434a
0302c,0555a
0302c,1165c
0302c,0380b
0302c,1083a
0302c,1125b
0302c,0416a
0302c,1224b
0471b,1383b
0471b,1383c
0471b,1323a
0471b,1323b
0471b,1323c
0471b,0473b
0471b,0473c
0471b,0357b
0471b,1561b
0471b,0327a
0471b,0569b
0471b,0580b
0471b,1343c
0471b,0351b
0471b,0421a
0471b,1532a
0471b,1210a
0471b,0311a
0471b,0463a
0471b,1259a
0471b,1259b
0471b,1259c
0471b,0525b
0471b,0525c
0471b,1212c
0471b,1475c
0471b,0583c
0471b,0348c
0471b,1191b
0471b,1191c
0471b,1484c
0471b,0587c
0471b,0350a
0471b,0405b
0471b,0357a
0471b,1272a
0471b,1409c
0471b,1461a
0471b,0390a
0471b,0517a
0471b,0453c
0471b,1501a
0471b,0413b
0471b,0448b
0471b,1368c
0471b,0892c
0471b,1039a
0471b,1449c
0471b,0547c
0471b,0434c
0471b,0450c
0471b,0410c
0471b,1152a
0471b,1152c
0471b,1443b
0471b,0466c
0471b,1108b
0471b,0358b
0471b,0463b
0471b,1422a
0471b,0571c
0471b,0866c
0471b,0315a
0471b,0357c
0471b,0564b
0471b,0564c
0471b,0585b
0471b,0585c
0471b,1319b
0471b,1319c
0471b,0323c
0471b,0385c
0471b,1273c
0471b,1533a
0471b,0489a
0471b,0540a
0471b,0540c
0471b,1392a
0471b,0324a
0471b,1174b
0471b,0374a
0471b,0521c
0471b,1363a
0471b,1363c
0471b,1500a
0471b,1309c
0471b,1271a
0471b,0469a
0471b,0469b
0471b,0469c
0471b,0383a
0471b,0873a
0471b,0873b
0471b,0370a
0471b,0368c
0471b,0431b
0471b,0460b
0471b,0460c
0471b,1064c
0471b,0347a
0471b,0347b
0471b,0431a
0471b,1140a
0471b,1140b
0471b,1408b
0471b,0343c
0471b,0375c
0471b,0457b
0471b,0311c
0471b,1557a
0471b,1308c
0471b,0450b
0471b,1500b
0471b,0385a
0471b,1197b
0471b,1311c
0471b,1360c
0471b,1374a
0471b,0455c
0471b,1350c
0471b,1406a
0471b,1406b
0471b,1406c
0471b,0510b
0471b,1419b
0471b,0911b
0471b,0911c
0471b,0401b
0471b,0401c
0471b,1348c
0471b,0376c
0471b,1511c
0471b,1176a
0471b,0439a
0471b,0317a
0471b,0317b
0471b,0317c
0471b,0387b
0471b,0522c
0471b,1123a
0471b,1198a
0471b,1198b
0471b,1098a
0471b,0549b
0471b,0549c
0471b,1312a
0471b,0941c
0471b,1057b
0471b,0594b
0471b,0594c
0471b,1271b
0471b,1271c
0471b,0354c
0471b,1091a
0471b,0556b
0471b,0556c
0471b,0387a
0471b,1414b
0471b,1414c
0471b,0365c
0471b,0403a
0471b,1103a
0471b,0375b
0471b,0323a
0471b,0323b
0471b,0597a
0471b,1440b
0471b,0376b
0471b,0366b
0471b,0434a
0471b,0555a
0471b,1165c
0471b,0380b
0471b,1083a
0471b,1125b
0471b,0416a
0471b,1224b
0471b,0302b
0471c,1383b
0471c,1383c
0471c,1323a
0471c,1323b
0471c,1323c
0471c,0473b
0471c,0473c
0471c,0357b
0471c,1561b
0471c,0327a
0471c,0569b
0471c,0580b
0471c,1343c
0471c,0351b
0471c,0421a
0471c,1532a
0471c,1210a
0471c,0311a
0471c,0463a
0471c,1259a
0471c,1259b
0471c,1259c
0471c,0525b
0471c,0525c
0471c,1212c
0471c,1475c
0471c,0583c
0471c,0348c
0471c,1191b
0471c,1191c
0471c,1484c
0471c,0587c
0471c,0350a
0471c,0405b
0471c,0357a
0471c,1272a
0471c,1409c
0471c,1461a
0471c,0390a
0471c,0517a
0471c,0453c
0471c,1501a
0471c,0413b
0471c,0448b
0471c,1368c
0471c,0892c
0471c,1039a
0471c,1449c
0471c,0547c
0471c,0434c
0471c,0450c
0471c,0410c
0471c,1152a
0471c,1152c
0471c,1443b
0471c,0466c
0471c,1108b
0471c,0358b
0471c,0463b
0471c,1422a
0471c,0571c
0471c,0866c
0471c,0315a
0471c,0357c
0471c,0564b
0471c,0564c
0471c,0585b
0471c,0585c
0471c,1319b
0471c,1319c
0471c,0323c
0471c,0385c
0471c,1273c
0471c,1533a
0471c,0489a
0471c,0540a
0471c,0540c
0471c,1392a
0471c,0324a
0471c,1174b
0471c,0374a
0471c,0521c
0471c,1363a
0471c,1363c
0471c,1500a
0471c,1309c
0471c,1271a
0471c,0469a
0471c,0469b
0471c,0469c
0471c,0383a
0471c,0873a
0471c,0873b
0471c,0370a
0471c,0368c
0471c,0431b
0471c,0460b
0471c,0460c
0471c,1064c
0471c,0347a
0471c,0347b
0471c,0431a
0471c,1140a
0471c,1140b
0471c,1408b
0471c,0343c
0471c,0375c
0471c,0457b
0471c,0311c
0471c,1557a
0471c,1308c
0471c,0450b
0471c,1500b
0471c,0385a
0471c,1197b
0471c,1311c
0471c,1360c
0471c,1374a
0471c,0455c
0471c,1350c
0471c,1406a
0471c,1406b
0471c,1406c
0471c,0510b
0471c,1419b
0471c,0911b
0471c,0911c
0471c,0401b
0471c,0401c
0471c,1348c
0471c,0376c
0471c,1511c
0471c,1176a
0471c,0439a
0471c,0317a
0471c,0317b
0471c,0317c
0471c,0387b
0471c,0522c
0471c,1123a
0471c,1198a
0471c,1198b
0471c,1098a
0471c,0549b
0471c,0549c
0471c,1312a
0471c,0941c
0471c,1057b
0471c,0594b
0471c,0594c
0471c,1271b
0471c,1271c
0471c,0354c
0471c,1091a
0471c,0556b
0471c,0556c
0471c,0387a
0471c,1414b
0471c,1414c
0471c,0365c
0471c,0403a
0471c,1103a
0471c,0375b
0471c,0323a
0471c,0323b
0471c,0597a
0471c,1440b
0471c,0376b
0471c,0366b
0471c,0434a
0471c,0555a
0471c,1165c
0471c,0380b
0471c,1083a
0471c,1125b
0471c,0416a
